33788	38.5
33789	38.5
33790	39
33791	34
33792	36.5
33793	35
33794	38
33795	38.5
33796	38
33797	37.5
33798	38
33799	38
33800	38
33801	38
33802	38
33803	37.5
33804	37
33805	36
33806	36
33807	36.5
33808	32
33809	33
33810	38.5
33811	40
33812	36.5
33813	34
33814	37
33815	33
33816	34
33817	35
33818	34
33819	33
33820	35
33821	37
33822	35
33823	35.5
33824	37
33825	39
33826	39
33827	36
33828	36
33829	37.5
33830	33
33831	36.5
33832	37
33833	40
33834	39
33835	37
33836	36
33837	37
33838	36
33839	35
33840	34.5
33841	36.5
33842	35
33843	38
33844	35.5
33845	36.5
33846	35
33847	37
33848	37
33849	37
33850	41
33851	39
33852	39
33853	37
33854	38.5
33855	38
33856	37
33857	37
33858	36.5
33859	36
33860	37
33861	37.5
33862	36
33863	35
33864	36.5
33865	35
33866	34
33867	34
33868	34
33869	35
33870	39
33871	34
33872	36
33873	38
33874	38.5
33875	40
33876	41
33877	39
33878	38.5
33879	38
33880	39
33881	38
33882	36.5
33883	36
33884	37
33885	38
33886	37
33887	37.5
33888	37
33889	39
33890	37.5
33891	38
33892	37.5
33893	37
33894	37
33895	39
33896	39
33897	36.5
33898	35
33899	34
33900	36
33901	36
33902	37
33903	36.5
33904	36
33905	35
33906	35
33907	35
33908	34.5
33909	33
33910	33
33911	33
33912	27
33913	28
33914	27.5
33915	27
33916	33
33917	33
33918	34
33919	39
33920	30
33921	29.5
33922	38
33923	38
33924	37
33925	27
33926	29
33927	30
33928	29
33929	28.5
33930	28
33931	27
33932	27
33933	26
33934	25
33935	29.5
33936	30.5
33937	27
33938	29
33939	29
33940	28
33941	27
33942	30.5
33943	29
33944	28
33945	24
33946	25
33947	25
33948	26
33949	29.5
33950	29
33951	24
33952	22
33953	24
33954	24.5
33955	22
33956	25
33957	26.5
33958	27
33959	28
33960	29.5
33961	27.5
33962	28.5
33963	27
33964	31
33965	30
33966	28
33967	29
33968	29.5
33969	30
33970	28
33971	29
33972	29
33973	28.5
33974	26.5
33975	22.5
33976	26.5
33977	26.5
33978	26
33979	26.5
33980	25
33981	27
33982	26.5
33983	26
33984	26.5
33985	29.5
33986	29
33987	28
33988	23
33989	22.5
33990	26
33991	28
33992	25.5
33993	26
33994	26
33995	23
33996	23
33997	23
33998	24
33999	24
34000	25
34001	27
34002	28
34003	27
34004	28
34005	28
34006	27.5
34007	30
34008	26
34009	26
34010	25
34011	24
34012	26
34013	26.5
34014	26
34015	25
34016	26
34017	26
34018	25
34019	29.5
34020	29
34021	28
34022	27
34023	25
34024	27.5
34025	26
34026	26.5
34027	27.5
34028	25
34029	24
34030	26
34031	25
34032	25
34033	28
34034	32
34035	30
34036	30
34037	31
34038	32
34039	32
34040	33
34041	32.5
34042	31
34043	32
34044	33
34045	32
34046	34
34047	35
34048	35.5
34049	35
34050	35.5
34051	34.5
34052	34
34053	32
34054	32
34055	32.5
34056	32
34057	31.5
34058	31
34059	31.5
34060	32
34061	32.5
34062	32
34063	32
34064	33
34065	33
34066	32
34067	32.5
34068	32.5
34069	33
34070	33
34071	33
34072	33
34073	32
34074	34
34075	33.5
34076	35
34077	35
34078	34
34079	35
34080	35
34081	35
34082	36
34083	35
34084	35
34085	34.5
34086	35
34087	35
34088	35.5
34089	34
34090	35
34091	35
34092	35
34093	36
34094	36
34095	36
34096	37.5
34097	37
34098	36
34099	36
34100	35
34101	36
34102	36
34103	36.5
34104	36
34105	36
34106	36
34107	36
34108	36
34109	37
34110	37
34111	37
34112	36.5
34113	37
34114	36
34115	37
34116	38
34117	38.5
34118	39
34119	38.5
34120	37
34121	38
34122	37.5
34123	39
34124	39
34125	38.5
34126	39
34127	39
34128	38
34129	41
34130	39
34131	40
34132	39.5
34133	40
34134	40
34135	40
34136	40
34137	39
34138	40
34139	40
34140	40
34141	42
34142	41
34143	40
34144	40.5
34145	40
34146	41.5
34147	40.5
34148	40
34149	39
34150	40
34151	39.5
34152	39
34153	37
34154	37.5
34155	38
34156	39
34157	39.5
34158	39
34159	41
34160	41.5
34161	38.5
34162	39
34163	39
34164	40
34165	37
34166	37
34167	38
34168	38
34169	39
34170	39
34171	39
34172	39.5
34173	40.5
34174	38.5
34175	38
34176	39
34177	39
34178	39
34179	40
34180	39.5
34181	40.5
34182	40
34183	40
34184	39
34185	40
34186	40
34187	40.5
34188	40
34189	41
34190	40.5
34191	41
34192	38
34193	38.5
34194	38
34195	39
34196	39
34197	40
34198	40
34199	40.5
34200	40
34201	40
34202	39
34203	39
34204	39
34205	38
34206	37
34207	38
34208	37
34209	34.5
34210	36
34211	36
34212	37
34213	38
34214	39
34215	38
34216	34
34217	36
34218	34
34219	35
34220	38
34221	38
34222	39
34223	40
34224	28
34225	29
34226	30
34227	38
34228	38
34229	36
34230	35
34231	36
34232	37
34233	39
34234	40.5
34235	39.5
34236	38
34237	38
34238	37
34239	38
34240	39
34241	28
34242	39
34243	39
34244	40
34245	39
34246	40
34247	39
34248	39
34249	37.5
34250	38
34251	38
34252	38
34253	38
34254	38
34255	37
34256	37
34257	37
34258	35
34259	37
34260	36
34261	36
34262	36
34263	36
34264	36
34265	36
34266	37
34267	36
34268	38
34269	36
34270	32
34271	28
34272	29.5
34273	30
34274	32
34275	35
34276	35
34277	30
34278	28
34279	37
34280	33
34281	27
34282	28
34283	29
34284	28
34285	29
34286	29
34287	27
34288	29
34289	28
34290	28
34291	29
34292	28
34293	28
34294	27
34295	28
34296	27
34297	28
34298	28
34299	28
34300	29
34301	29
34302	30
34303	29
34304	29
34305	28
34306	27.5
34307	28
34308	27
34309	31
34310	31
34311	30
34312	30
34313	30
34314	30
34315	30.5
34316	27
34317	28.5
34318	27
34319	28
34320	27.5
34321	26
34322	27
34323	27.5
34324	22
34325	23
34326	27
34327	27.5
34328	27
34329	28
34330	30
34331	27.5
34332	27.5
34333	28
34334	29
34335	29
34336	29
34337	30
34338	28
34339	28
34340	30
34341	28
34342	28
34343	25
34344	26
34345	27
34346	27
34347	28
34348	30
34349	29
34350	29
34351	30
34352	30
34353	29
34354	29
34355	27
34356	29
34357	28
34358	29
34359	29
34360	28
34361	26
34362	30
34363	27
34364	24
34365	24
34366	25
34367	26
34368	26
34369	28.5
34370	29
34371	28
34372	26
34373	28
34374	31
34375	30
34376	31
34377	30
34378	28
34379	27
34380	28
34381	29
34382	29
34383	29.5
34384	29
34385	29
34386	27
34387	24
34388	28
34389	27
34390	27.5
34391	28
34392	29
34393	27
34394	27
34395	27
34396	28
34397	32
34398	31
34399	31
34400	29
34401	26
34402	27
34403	28
34404	30.5
34405	30
34406	29
34407	30
34408	27
34409	31
34410	31
34411	33
34412	33
34413	32
34414	32
34415	32
34416	33
34417	32
34418	31.5
34419	31
34420	32
34421	31
34422	32
34423	33
34424	34
34425	31
34426	35
34427	34
34428	35
34429	31
34430	32
34431	33
34432	33.5
34433	34
34434	33.5
34435	34
34436	34
34437	34
34438	33
34439	34.5
34440	32
34441	37.5
34442	36
34443	35
34444	37
34445	38
34446	37.5
34447	39
34448	37
34449	29
34450	34
34451	33
34452	32
34453	32.5
34454	33.5
34455	33
34456	34
34457	33
34458	38
34459	38
34460	38.5
34461	38
34462	37.5
34463	37
34464	38
34465	37
34466	37
34467	38
34468	37
34469	38
34470	37
34471	38
34472	37
34473	38
34474	38
34475	37
34476	38
34477	37
34478	36
34479	37
34480	36
34481	38.5
34482	38
34483	37
34484	38
34485	39
34486	40
34487	40
34488	39.5
34489	40
34490	42
34491	36
34492	38
34493	39
34494	39
34495	41
34496	40
34497	41
34498	40
34499	39
34500	40
34501	40
34502	37
34503	40
34504	36
34505	37
34506	39
34507	40
34508	40
34509	40.5
34510	40
34511	40
34512	40.5
34513	40
34514	41
34515	41
34516	40
34517	40
34518	39
34519	40
34520	41
34521	42
34522	41
34523	41
34524	41.5
34525	40
34526	41
34527	40
34528	41
34529	40
34530	38
34531	38
34532	39
34533	38
34534	39
34535	38
34536	39
34537	40
34538	41
34539	40
34540	39
34541	40
34542	39
34543	40
34544	39.5
34545	40
34546	40
34547	41
34548	39
34549	39
34550	40
34551	34
34552	36
34553	37
34554	36
34555	37
34556	38
34557	37
34558	37.5
34559	37
34560	38
34561	39
34562	37
34563	38
34564	39
34565	38
34566	38
34567	37
34568	37
34569	37
34570	38
34571	39
34572	37
34573	38
34574	37
34575	36
34576	38
34577	36
34578	37
34579	36
34580	36
34581	37
34582	36
34583	38
34584	39
34585	36
34586	39
34587	38
34588	39
34589	36
34590	36
34591	36
34592	37
34593	37.5
34594	36
34595	37
34596	38
34597	36
34598	37
34599	36
34600	35
34601	35
34602	35
34603	34
34604	34
34605	34
34606	35
34607	35.5
34608	35
34609	35
34610	34.5
34611	34
34612	35
34613	36
34614	33
34615	34
34616	33
34617	32
34618	34
34619	33
34620	34
34621	34
34622	32
34623	33
34624	33
34625	32
34626	32
34627	32
34628	31.5
34629	32
34630	32
34631	33
34632	32
34633	33
34634	32
34635	33
34636	32
34637	31
34638	32
34639	31.5
34640	32
34641	30
34642	28.5
34643	28
34644	27
34645	28
34646	28
34647	28
34648	29
34649	28
34650	27
34651	28
34652	28
34653	26
34654	26
34655	28
34656	27
34657	27
34658	27
34659	27
34660	26
34661	27
34662	26
34663	29
34664	29
34665	28
34666	28
34667	20
34668	21
34669	19
34670	28
34671	25
34672	28
34673	25.5
34674	27
34675	28
34676	20
34677	22
34678	21
34679	22
34680	19.5
34681	22
34682	21
34683	22
34684	20
34685	20
34686	27
34687	26
34688	26
34689	26
34690	25
34691	25
34692	25
34693	23
34694	23
34695	22
34696	22
34697	22.5
34698	21
34699	22
34700	22
34701	19
34702	19
34703	20
34704	20
34705	22
34706	21
34707	22
34708	21
34709	22
34710	22
34711	23
34712	22
34713	21
34714	23
34715	21
34716	20
34717	21
34718	20
34719	26.5
34720	22
34721	25
34722	26
34723	27
34724	25
34725	25
34726	25
34727	25
34728	22
34729	24
34730	23
34731	24
34732	25
34733	25
34734	25
34735	26
34736	25
34737	24
34738	25
34739	26
34740	25
34741	26
34742	26
34743	26
34744	25
34745	26
34746	25
34747	28
34748	28
34749	26
34750	25
34751	25
34752	25
34753	26
34754	27
34755	29
34756	27
34757	25
34758	25
34759	24
34760	24
34761	29.5
34762	28
34763	27
34764	26
34765	27
34766	27
34767	27
34768	29
34769	28
34770	27
34771	28
34772	28
34773	29
34774	29
34775	32
34776	31
34777	32
34778	32
34779	32
34780	32
34781	31
34782	30
34783	29
34784	28
34785	28
34786	28
34787	27
34788	26
34789	26
34790	30
34791	27.5
34792	27
34793	28
34794	29
34795	28
34796	29
34797	28
34798	26
34799	27
34800	28
34801	33
34802	34
34803	34
34804	34
34805	34
34806	29
34807	28
34808	29
34809	28
34810	29
34811	29
34812	28
34813	29
34814	28
34815	30
34816	35.5
34817	37
34818	36
34819	36.5
34820	37
34821	37
34822	35
34823	34
34824	35
34825	34
34826	33
34827	34
34828	35
34829	37
34830	39
34831	38
34832	37.5
34833	38
34834	37.5
34835	38
34836	36
34837	37
34838	38
34839	37
34840	38
34841	39
34842	39
34843	39
34844	38
34845	37
34846	38
34847	39
34848	36
34849	36
34850	36
34851	38
34852	38
34853	39
34854	38.5
34855	39
34856	38
34857	39
34858	38
34859	38
34860	39
34861	38
34862	37
34863	38
34864	38
34865	39
34866	40
34867	39.5
34868	40
34869	39
34870	40
34871	40
34872	40
34873	41
34874	40
34875	40
34876	40
34877	40
34878	42
34879	42
34880	42
34881	42
34882	42
34883	41
34884	42
34885	42.5
34886	41
34887	42
34888	39
34889	40.5
34890	39
34891	40
34892	42
34893	42
34894	37.5
34895	36
34896	37
34897	37
34898	35.5
34899	36.5
34900	39
34901	37
34902	37
34903	39
34904	39
34905	41.5
34906	39.5
34907	39
34908	38
34909	38
34910	40
34911	40
34912	39
34913	39
34914	39
34915	39.5
34916	40
34917	38
34918	41
34919	42
34920	40
34921	37
34922	36
34923	36
34924	37
34925	29
34926	31
34927	35.5
34928	36
34929	35
34930	35
34931	36
34932	39.5
34933	39
34934	37
34935	36
34936	37
34937	38
34938	40
34939	39
34940	39
34941	39
34942	39.5
34943	37
34944	36
34945	36
34946	35
34947	36
34948	37
34949	39
34950	37
34951	38
34952	38
34953	35
34954	39
34955	35
34956	37
34957	34
34958	33
34959	35
34960	36
34961	35
34962	35
34963	32
34964	36
34965	37
34966	36
34967	37
34968	37
34969	36.5
34970	36
34971	36
34972	38
34973	35
34974	35
34975	32
34976	36
34977	37
34978	36
34979	37
34980	37
34981	36.5
34982	36
34983	36
34984	38
34985	40
34986	40
34987	39
34988	37
34989	36
34990	34
34991	36
34992	39
34993	34
34994	34
34995	33
34996	35
34997	34
34998	33
34999	32.5
35000	33
35001	32
35002	29
35003	29
35004	29
35005	30
35006	30
35007	31
35008	24
35009	25
35010	31
35011	30
35012	27
35013	30
35014	27.5
35015	30.5
35016	33
35017	33.5
35018	30.5
35019	30
35020	33
35021	34
35022	34.5
35023	33
35024	32
35025	33
35026	34
35027	34
35028	35
35029	31
35030	29
35031	29
35032	29
35033	29
35034	29
35035	30
35036	36
35037	29
35038	30
35039	30
35040	28
35041	28
35042	29
35043	31
35044	31
35045	31
35046	30
35047	28
35048	25.5
35049	24
35050	22
35051	23
35052	24
35053	22
35054	21
35055	22
35056	22
35057	21.5
35058	24
35059	21
35060	22
35061	25.5
35062	25
35063	26
35064	26.5
35065	24
35066	24
35067	24
35068	24
35069	25
35070	26
35071	28
35072	31
35073	29
35074	29
35075	30
35076	31
35077	29
35078	30
35079	34
35080	28
35081	26
35082	29
35083	29
35084	28
35085	27
35086	26
35087	24
35088	24.5
35089	27
35090	26
35091	28
35092	29
35093	30
35094	32
35095	24
35096	26
35097	24
35098	26
35099	27
35100	28
35101	29
35102	29
35103	28
35104	32
35105	28
35106	29
35107	29
35108	30
35109	26
35110	29
35111	32
35112	30
35113	29
35114	29
35115	31
35116	29.5
35117	30.5
35118	29.5
35119	29
35120	34.5
35121	25
35122	24.5
35123	26.5
35124	26
35125	29
35126	27.5
35127	29
35128	28
35129	29
35130	27.5
35131	30
35132	31
35133	30
35134	31
35135	32.5
35136	32
35137	28
35138	25
35139	26
35140	26
35141	29
35142	31
35143	34
35144	30
35145	30
35146	29
35147	36
35148	28
35149	28.5
35150	28
35151	28
35152	29.5
35153	27.5
35154	30
35155	31.5
35156	31.5
35157	30
35158	28.5
35159	29
35160	28.5
35161	29
35162	28.5
35163	30.5
35164	34
35165	33.5
35166	31
35167	30
35168	30.5
35169	31.5
35170	35
35171	32
35172	33
35173	35
35174	35
35175	33.5
35176	32.5
35177	32
35178	35
35179	35
35180	35.5
35181	36
35182	37
35183	36
35184	35.5
35185	36
35186	35.5
35187	37
35188	37
35189	36.5
35190	37
35191	37
35192	33.5
35193	37
35194	37
35195	38
35196	38.5
35197	35
35198	38
35199	38
35200	37
35201	37
35202	37
35203	37
35204	38
35205	37
35206	38
35207	38
35208	39
35209	38
35210	35
35211	34
35212	33
35213	31
35214	33
35215	32
35216	32
35217	36.5
35218	36
35219	38
35220	37
35221	39
35222	41
35223	38.5
35224	39
35225	41
35226	39.5
35227	40
35228	40
35229	40.5
35230	40
35231	40.5
35232	40
35233	41
35234	40
35235	41
35236	41
35237	41
35238	40
35239	41
35240	40
35241	41
35242	40
35243	38
35244	40
35245	40
35246	40
35247	39
35248	39.5
35249	39
35250	41.5
35251	39
35252	39
35253	36
35254	36
35255	37
35256	36
35257	40.5
35258	34
35259	33
35260	36
35261	34
35262	40
35263	39
35264	38
35265	38
35266	38
35267	40
35268	39
35269	39
35270	38
35271	39
35272	39.5
35273	39
35274	38
35275	37
35276	42
35277	38
35278	36
35279	38
35280	38
35281	39
35282	38
35283	40
35284	40
35285	39
35286	39.5
35287	40
35288	39
35289	34
35290	35
35291	38
35292	39.5
35293	36
35294	36.5
35295	37
35296	39
35297	33
35298	37
35299	41.5
35300	40.5
35301	40.5
35302	40
35303	38
35304	35.5
35305	37
35306	36
35307	36
35308	36
35309	35
35310	35.5
35311	39
35312	39
35313	40
35314	36
35315	36
35316	32
35317	34
35318	36
35319	39
35320	35
35321	37
35322	33
35323	35.5
35324	35
35325	35
35326	33
35327	34
35328	33
35329	34
35330	33.5
35331	33
35332	35
35333	35
35334	34
35335	37
35336	35
35337	34
35338	36
35339	36
35340	37.5
35341	34
35342	36
35343	35.5
35344	31
35345	34
35346	32
35347	33
35348	32
35349	35
35350	34
35351	33
35352	34
35353	32
35354	33
35355	32
35356	35
35357	33
35358	34
35359	32
35360	32
35361	28
35362	26
35363	25.5
35364	28
35365	29
35366	30
35367	28
35368	29
35369	28
35370	26
35371	26
35372	26
35373	25
35374	26
35375	25
35376	23
35377	27
35378	28
35379	26
35380	27
35381	26
35382	25
35383	25
35384	25
35385	25
35386	23
35387	20
35388	27
35389	25
35390	25
35391	26
35392	25
35393	26
35394	25
35395	24
35396	25
35397	24
35398	23.5
35399	24
35400	24
35401	23
35402	24
35403	23
35404	23
35405	23
35406	24
35407	23.5
35408	24
35409	24
35410	24
35411	23
35412	23
35413	22
35414	23
35415	21
35416	20
35417	19
35418	19
35419	21
35420	21
35421	19.5
35422	19
35423	21
35424	21
35425	22
35426	24
35427	23
35428	24
35429	23
35430	22.5
35431	20
35432	21
35433	21
35434	21.5
35435	22
35436	19
35437	19
35438	19
35439	19
35440	19
35441	20
35442	20
35443	21
35444	20.5
35445	19
35446	21
35447	22
35448	24
35449	21
35450	19
35451	20
35452	21
35453	20
35454	20
35455	20
35456	20
35457	21
35458	28
35459	27
35460	28
35461	23
35462	28
35463	29
35464	28
35465	27
35466	26
35467	29
35468	27
35469	26
35470	26.5
35471	27
35472	29
35473	26
35474	26
35475	27
35476	27
35477	27
35478	29
35479	20
35480	23
35481	25
35482	23
35483	23
35484	27
35485	29
35486	18
35487	22
35488	23
35489	24
35490	23
35491	28
35492	27
35493	28
35494	28
35495	30
35496	25
35497	28
35498	24
35499	27
35500	27
35501	28
35502	28
35503	28
35504	29
35505	29
35506	29
